,RK,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,YEAR
417,25,Phoenix Suns,82,19955,41.5,88.2,0.47100000000000003,7.1,19.2,0.369,34.4,69.0,0.499,19.9,26.9,0.7390000000000001,12.9,30.7,43.7,26.9,7.6,5.4,15.4,25.9,110.0,1996
418,26,Philadelphia 76ers,82,19730,43.3,89.6,0.483,6.9,18.7,0.37,36.4,70.9,0.513,19.4,26.2,0.741,15.4,32.7,48.0,27.8,9.5,6.2,17.0,25.2,113.0,1996
419,27,Toronto Raptors,82,19830,40.9,86.0,0.475,6.7,18.4,0.36700000000000005,34.1,67.6,0.504,23.4,31.4,0.745,14.3,29.5,43.8,25.8,9.9,6.3,17.2,22.6,111.8,1996
420,28,Boston Celtics,82,19905,41.3,85.9,0.48100000000000004,5.2,14.6,0.35700000000000004,36.1,71.3,0.506,22.1,29.6,0.747,13.0,32.4,45.5,24.0,8.4,6.1,16.5,24.6,109.9,1996
421,29,Dallas Mavericks,82,19930,42.9,87.3,0.49200000000000005,5.9,15.1,0.39399999999999996,37.0,72.3,0.512,19.4,26.5,0.732,13.7,34.4,48.1,25.0,8.9,6.7,17.0,23.2,111.2,1996
422,1,Cleveland Cavaliers,82,19855,36.3,82.2,0.441,6.7,17.9,0.373,29.6,64.3,0.46,23.1,31.2,0.742,12.3,31.9,44.2,24.0,8.0,5.1,19.4,25.5,102.4,1997
423,2,Detroit Pistons,82,19830,39.6,89.2,0.444,7.6,20.5,0.369,32.1,68.7,0.467,17.6,23.9,0.737,13.8,32.4,46.2,25.7,7.0,4.0,17.1,25.5,104.4,1997
424,3,Miami Heat,82,19805,36.9,85.5,0.43200000000000005,5.6,15.6,0.36200000000000004,31.3,69.9,0.447,21.2,28.9,0.731,13.7,31.9,45.6,20.8,8.9,5.4,18.2,25.1,100.6,1997
425,4,Atlanta Hawks,82,19805,39.1,90.0,0.435,6.8,19.5,0.34700000000000003,32.4,70.5,0.45899999999999996,17.2,23.4,0.737,14.6,31.1,45.6,23.2,8.4,4.6,17.7,24.4,102.3,1997
426,5,New York Knicks,82,19855,35.6,83.7,0.425,6.4,18.3,0.35,29.2,65.4,0.446,23.4,31.9,0.733,12.2,29.6,41.8,21.2,9.7,3.9,17.8,25.1,101.0,1997
427,6,Chicago Bulls,82,19730,39.2,89.9,0.436,6.4,19.0,0.335,32.8,70.9,0.46299999999999997,17.6,23.9,0.737,14.7,29.8,44.5,21.9,8.4,3.9,17.5,23.4,102.4,1997
428,7,Seattle SuperSonics,82,19780,37.1,84.1,0.441,8.2,22.1,0.373,28.8,62.0,0.465,20.3,27.4,0.741,13.6,30.3,43.9,23.5,8.5,5.7,20.6,25.9,102.7,1997
429,8,Utah Jazz,82,19830,36.4,83.2,0.43799999999999994,7.0,19.9,0.35200000000000004,29.4,63.3,0.465,24.1,32.2,0.75,12.9,28.2,41.1,21.4,8.6,5.0,17.9,27.5,104.0,1997
430,9,Indiana Pacers,82,19930,37.9,86.0,0.44,6.8,19.5,0.34700000000000003,31.1,66.5,0.46799999999999997,22.2,29.5,0.753,13.6,30.6,44.2,23.5,9.4,5.7,17.4,26.4,104.7,1997
431,10,Orlando Magic,82,19855,40.6,88.3,0.46,6.2,18.2,0.34299999999999997,34.4,70.1,0.49,18.6,25.4,0.732,14.8,32.8,47.6,24.6,9.6,5.7,18.0,24.2,106.0,1997
432,11,Portland Trail Blazers,82,19855,37.2,85.4,0.436,6.1,17.0,0.35700000000000004,31.1,68.4,0.455,22.9,30.9,0.7390000000000001,12.7,29.2,41.9,22.6,8.7,5.7,16.5,25.1,103.3,1997
433,12,Los Angeles Lakers,82,19930,38.6,87.5,0.441,6.3,18.2,0.34700000000000003,32.3,69.2,0.466,20.2,28.1,0.718,14.7,31.3,46.0,24.8,8.2,5.1,17.7,25.6,103.7,1997
434,13,Houston Rockets,82,19855,40.0,90.3,0.44299999999999995,6.8,20.4,0.335,33.1,69.9,0.474,17.2,23.6,0.7290000000000001,13.6,30.8,44.3,24.2,9.6,4.8,15.5,22.9,104.0,1997
435,14,Dallas Mavericks,82,19805,40.4,88.1,0.45799999999999996,7.3,19.7,0.373,33.0,68.4,0.483,20.2,26.9,0.7509999999999999,14.9,33.0,48.0,24.4,9.4,5.9,17.5,23.4,108.2,1997
436,15,Charlotte Hornets,82,19805,41.8,91.0,0.46,6.7,18.7,0.35700000000000004,35.2,72.3,0.486,18.6,25.4,0.73,14.7,30.9,45.6,24.4,7.3,4.6,15.6,24.4,108.9,1997
437,16,Milwaukee Bucks,82,19730,40.7,86.3,0.47200000000000003,5.0,14.7,0.342,35.7,71.7,0.499,21.8,29.8,0.731,13.2,30.7,43.9,24.7,9.3,5.3,16.3,24.1,108.3,1997
438,17,Minnesota Timberwolves,82,19780,39.4,87.5,0.45,6.2,17.3,0.36200000000000004,33.2,70.2,0.47200000000000003,22.0,29.2,0.754,14.3,31.6,45.9,23.9,8.8,6.0,17.2,24.5,107.1,1997
439,18,Washington Bullets,82,19855,39.4,86.9,0.45399999999999996,6.4,17.4,0.371,33.0,69.5,0.474,19.6,26.2,0.7490000000000001,13.4,30.6,44.0,21.9,8.7,4.4,17.7,23.2,104.9,1997
440,19,San Antonio Spurs,82,19730,41.8,88.9,0.47100000000000003,7.7,19.9,0.387,34.1,69.0,0.495,21.0,28.4,0.738,14.6,32.1,46.7,27.2,9.3,6.2,16.4,22.9,112.3,1997
441,20,Toronto Raptors,82,19830,39.7,85.4,0.465,6.6,19.1,0.348,33.1,66.3,0.498,22.0,30.4,0.7240000000000001,13.8,31.4,45.2,26.3,9.0,5.9,17.9,24.0,108.0,1997
442,21,Vancouver Grizzlies,82,19780,42.4,89.9,0.47200000000000003,6.9,18.8,0.365,35.6,71.2,0.5,20.1,27.7,0.727,16.5,33.3,49.8,27.1,9.9,6.3,17.2,21.9,111.8,1997
443,22,Los Angeles Clippers,82,19930,39.2,85.0,0.462,6.3,17.7,0.35700000000000004,32.9,67.2,0.489,22.8,30.5,0.7490000000000001,13.9,32.3,46.2,21.8,9.7,5.5,18.1,24.5,107.6,1997
444,23,Sacramento Kings,82,19855,40.0,86.6,0.462,5.9,16.7,0.35200000000000004,34.1,69.9,0.488,22.9,31.0,0.737,14.1,31.1,45.2,23.6,9.5,5.7,16.7,23.8,108.7,1997
445,24,New Jersey Nets,82,19780,40.7,87.8,0.46399999999999997,6.8,18.4,0.37200000000000005,33.9,69.4,0.488,21.4,28.7,0.745,14.0,32.4,46.4,25.3,8.9,6.8,16.5,23.4,109.7,1997
446,25,Phoenix Suns,82,19855,41.3,88.4,0.467,7.1,19.2,0.368,34.2,69.2,0.494,19.0,25.7,0.7390000000000001,13.6,31.9,45.5,25.9,8.6,4.8,16.8,23.9,108.6,1997
447,26,Denver Nuggets,82,19930,43.0,92.0,0.467,6.3,16.1,0.39299999999999996,36.7,76.0,0.48200000000000004,19.0,25.3,0.75,14.2,32.0,46.2,24.1,9.4,5.9,13.8,22.5,111.2,1997
448,27,Golden State Warriors,82,19905,42.0,88.3,0.475,7.6,20.4,0.373,34.3,67.9,0.506,20.7,27.6,0.75,14.3,29.8,44.1,28.3,10.8,5.2,16.9,24.7,112.2,1997
449,28,Philadelphia 76ers,82,19780,42.2,89.7,0.47,7.1,19.5,0.365,35.1,70.2,0.5,19.9,27.2,0.733,15.1,31.2,46.3,26.3,10.5,6.3,16.3,25.6,111.4,1997
450,29,Boston Celtics,82,19905,42.4,84.3,0.503,6.2,17.0,0.365,36.2,67.3,0.537,20.5,28.4,0.72,12.7,33.1,45.7,26.8,9.1,7.0,18.2,23.0,111.4,1997
451,1,San Antonio Spurs,82,19830,37.5,91.1,0.41100000000000003,4.6,14.1,0.32799999999999996,32.8,77.0,0.426,19.8,26.8,0.74,13.9,30.6,44.5,21.3,10.0,5.2,14.3,25.3,99.4,1998
452,2,New York Knicks,82,19830,36.0,84.1,0.428,4.5,14.3,0.317,31.5,69.8,0.451,23.7,31.6,0.75,11.7,32.1,43.8,21.7,9.0,4.3,16.9,23.4,100.3,1998
453,3,Chicago Bulls,82,19855,38.0,88.0,0.431,4.5,13.9,0.322,33.5,74.2,0.452,19.4,26.6,0.7290000000000001,13.8,30.4,44.2,21.7,8.9,4.8,17.2,24.1,99.8,1998
454,4,Cleveland Cavaliers,82,19830,36.2,83.7,0.433,4.6,13.4,0.344,31.6,70.3,0.45,22.1,29.3,0.755,12.8,30.0,42.8,24.1,9.5,6.1,19.4,25.6,99.1,1998
455,5,Indiana Pacers,82,19830,38.4,88.8,0.43200000000000005,3.8,11.9,0.316,34.6,76.9,0.45,21.0,28.9,0.728,15.3,31.0,46.4,21.9,8.9,5.0,17.0,25.4,101.6,1998
456,6,Miami Heat,82,19755,37.6,87.8,0.428,4.2,12.7,0.331,33.4,75.1,0.445,22.5,30.3,0.7440000000000001,14.6,30.8,45.5,22.5,8.8,5.1,16.8,25.6,102.0,1998
457,7,Orlando Magic,82,19830,40.7,89.7,0.45399999999999996,4.3,13.4,0.324,36.4,76.3,0.47600000000000003,18.1,24.6,0.736,15.1,31.5,46.6,24.2,10.4,5.4,17.5,25.9,103.8,1998
458,8,Atlanta Hawks,82,19880,40.8,92.2,0.442,4.8,14.0,0.342,36.0,78.2,0.46,17.9,24.4,0.735,14.9,29.6,44.5,24.1,8.5,5.1,15.4,26.1,104.3,1998
459,9,Detroit Pistons,82,19955,38.7,86.9,0.445,4.9,15.0,0.33,33.8,71.9,0.469,21.1,28.3,0.746,13.5,31.8,45.3,23.9,8.8,5.2,17.2,25.5,103.5,1998
460,10,Portland Trail Blazers,82,19830,37.8,87.7,0.431,5.0,14.6,0.34299999999999997,32.8,73.1,0.449,21.9,30.3,0.722,13.6,29.6,43.2,23.7,10.4,6.0,15.6,24.5,102.4,1998
461,11,Seattle SuperSonics,82,19755,39.2,87.8,0.446,5.6,17.4,0.324,33.5,70.4,0.47600000000000003,19.6,27.1,0.7240000000000001,15.4,31.3,46.7,24.7,8.7,5.5,18.9,24.7,103.6,1998
462,12,Phoenix Suns,82,19955,38.4,87.1,0.442,5.2,14.4,0.361,33.3,72.7,0.45799999999999996,19.7,27.0,0.732,13.8,30.8,44.6,23.7,9.5,4.2,17.9,23.3,101.8,1998
463,13,Utah Jazz,82,19780,38.2,87.0,0.439,5.5,15.3,0.35700000000000004,32.7,71.7,0.457,23.5,31.1,0.757,13.4,27.4,40.8,23.0,8.8,5.8,15.7,29.0,105.4,1998
464,14,Charlotte Hornets,82,19780,40.4,87.1,0.46399999999999997,5.0,14.4,0.34700000000000003,35.4,72.7,0.48700000000000004,19.5,26.7,0.731,13.1,30.7,43.8,24.5,7.9,5.0,16.8,25.8,105.3,1998
465,15,Philadelphia 76ers,82,19755,39.0,86.5,0.451,5.2,15.0,0.344,33.9,71.5,0.474,22.2,30.4,0.73,15.0,31.4,46.4,25.9,10.3,6.8,17.7,25.6,105.4,1998
466,16,Milwaukee Bucks,82,19930,38.9,84.4,0.461,4.1,12.4,0.327,34.8,72.0,0.484,23.8,32.0,0.743,13.4,30.2,43.6,23.3,10.2,5.3,18.0,24.1,105.6,1998
467,17,Washington Wizards,82,19805,39.3,86.3,0.455,4.6,12.9,0.35600000000000004,34.7,73.4,0.47200000000000003,21.4,28.7,0.747,13.6,32.6,46.2,22.8,8.3,4.9,17.5,25.4,104.5,1998
468,18,Golden State Warriors,82,19830,39.6,89.2,0.444,4.4,12.7,0.34700000000000003,35.2,76.5,0.46,22.1,30.3,0.7290000000000001,15.0,33.6,48.6,26.6,10.0,6.3,15.3,21.7,105.7,1998
469,19,Dallas Mavericks,82,19905,42.1,91.4,0.46,5.2,15.1,0.342,36.9,76.3,0.484,17.9,25.0,0.7140000000000001,16.4,35.4,51.8,25.2,8.8,5.0,16.6,21.6,107.2,1998
470,20,Los Angeles Lakers,82,19830,38.6,88.0,0.439,4.9,13.9,0.355,33.7,74.1,0.455,21.6,29.5,0.732,14.5,30.3,44.8,23.8,8.5,5.5,16.6,27.8,103.7,1998
471,21,New Jersey Nets,82,19880,40.0,84.9,0.47100000000000003,4.7,13.7,0.34600000000000003,35.3,71.3,0.495,21.9,29.3,0.748,14.3,30.7,45.0,23.5,8.2,6.8,19.7,26.8,106.6,1998
472,22,Boston Celtics,82,19730,37.3,78.0,0.479,3.9,12.3,0.318,33.5,65.7,0.509,26.8,35.9,0.745,13.2,31.9,45.1,23.8,9.1,5.3,22.0,22.4,105.4,1998
473,23,Sacramento Kings,82,19730,40.9,89.5,0.457,4.6,12.8,0.35600000000000004,36.3,76.7,0.473,20.6,27.8,0.742,15.3,33.4,48.7,24.1,9.2,6.2,16.6,23.4,106.9,1998
474,24,Houston Rockets,82,19830,42.2,90.0,0.469,5.4,14.9,0.365,36.8,75.1,0.489,18.7,25.2,0.7440000000000001,13.8,30.9,44.8,25.5,9.7,4.9,15.6,23.2,108.6,1998
475,25,Minnesota Timberwolves,82,19930,40.0,89.2,0.44799999999999995,5.6,15.7,0.358,34.4,73.5,0.46799999999999997,21.4,28.9,0.742,14.5,31.4,45.9,24.8,7.9,5.4,16.0,24.2,107.1,1998
476,26,Denver Nuggets,82,19730,40.9,86.4,0.473,5.7,15.0,0.379,35.2,71.4,0.493,24.7,32.7,0.754,14.9,32.6,47.4,26.9,9.0,7.3,16.9,24.2,112.1,1998
477,27,Los Angeles Clippers,82,19780,42.5,89.7,0.474,4.4,12.1,0.36200000000000004,38.1,77.6,0.491,21.8,29.8,0.7340000000000001,15.4,32.4,47.8,24.0,9.5,5.4,15.2,22.9,111.2,1998
478,28,Vancouver Grizzlies,82,19830,42.4,89.3,0.475,5.6,14.6,0.385,36.8,74.7,0.493,21.5,29.3,0.732,15.1,31.0,46.0,27.6,11.0,7.1,15.3,24.1,112.0,1998
479,29,Toronto Raptors,82,19930,42.5,88.7,0.479,5.1,13.4,0.38299999999999995,37.4,75.3,0.496,20.8,29.8,0.7,16.5,32.6,49.1,28.8,9.6,6.7,17.8,22.7,111.0,1998
480,1,Atlanta Hawks,50,12075,37.2,90.2,0.413,4.4,14.8,0.3,32.8,75.4,0.435,18.3,25.1,0.7290000000000001,13.5,31.9,45.4,20.8,8.8,5.7,15.7,28.0,97.1,1999
481,2,Miami Heat,50,12025,36.8,89.6,0.41100000000000003,5.0,14.3,0.348,31.9,75.3,0.423,20.2,27.5,0.737,14.6,31.6,46.2,20.1,9.1,4.4,15.9,25.9,98.9,1999
482,3,San Antonio Spurs,50,12075,36.6,91.1,0.402,3.8,12.5,0.304,32.8,78.5,0.41700000000000004,18.0,25.7,0.701,15.6,31.5,47.2,21.1,9.8,5.4,16.4,25.7,95.0,1999
483,4,New York Knicks,50,12100,34.9,86.5,0.40299999999999997,5.3,15.1,0.353,29.5,71.4,0.414,22.4,30.5,0.733,14.1,32.6,46.6,21.1,9.7,4.9,17.5,23.6,97.5,1999
484,5,Utah Jazz,50,12175,36.2,87.6,0.413,4.9,15.1,0.321,31.3,72.5,0.43200000000000005,21.2,29.4,0.721,14.4,29.3,43.7,20.5,9.8,6.0,16.9,29.7,98.4,1999
485,6,Orlando Magic,50,12050,38.3,86.5,0.44299999999999995,5.2,15.0,0.345,33.1,71.5,0.46299999999999997,15.6,22.1,0.7070000000000001,13.3,31.9,45.3,23.3,10.5,5.4,19.4,24.9,97.4,1999
486,7,Detroit Pistons,50,12050,36.6,84.0,0.436,5.4,15.7,0.34600000000000003,31.1,68.2,0.456,21.7,30.4,0.715,12.6,31.8,44.4,24.1,9.8,5.2,17.8,25.7,100.3,1999
487,8,Philadelphia 76ers,50,12150,35.6,84.3,0.423,5.4,16.0,0.337,30.3,68.4,0.44299999999999995,21.0,28.7,0.731,13.8,31.3,45.0,22.3,9.7,5.9,20.0,26.4,97.6,1999
488,9,Cleveland Cavaliers,50,12050,36.8,84.5,0.436,5.4,15.6,0.35,31.4,68.9,0.455,22.5,30.3,0.743,13.6,32.4,46.0,24.3,9.0,6.5,18.9,27.6,101.6,1999
489,10,Portland Trail Blazers,50,12175,36.3,87.0,0.41700000000000004,4.9,15.3,0.318,31.5,71.8,0.43799999999999994,20.2,27.9,0.725,13.6,30.7,44.3,21.3,9.1,5.4,17.3,25.2,97.7,1999
490,11,Milwaukee Bucks,50,12050,36.6,85.7,0.42700000000000005,6.2,18.6,0.33399999999999996,30.4,67.1,0.45299999999999996,23.6,31.3,0.752,15.0,32.0,47.0,23.3,9.1,4.4,19.0,23.3,103.0,1999
491,12,Golden State Warriors,50,12125,36.0,85.7,0.42,4.3,12.8,0.336,31.7,72.9,0.435,24.8,34.1,0.728,14.6,33.5,48.1,22.8,8.9,6.8,16.4,22.9,101.1,1999
492,13,Indiana Pacers,50,12100,39.2,90.4,0.434,4.7,14.6,0.325,34.4,75.8,0.45399999999999996,21.3,28.2,0.7559999999999999,14.4,32.7,47.1,21.9,8.2,5.5,15.0,25.9,104.4,1999
493,14,Chicago Bulls,50,12075,38.9,85.4,0.455,4.7,13.8,0.34,34.2,71.6,0.47700000000000004,20.6,28.1,0.733,12.4,35.4,47.8,24.8,10.0,6.4,17.6,24.2,103.0,1999
494,15,Houston Rockets,50,12075,40.1,92.6,0.434,5.1,14.4,0.35700000000000004,35.0,78.1,0.44799999999999995,17.4,23.8,0.7340000000000001,14.9,31.1,46.0,23.1,9.9,5.5,14.6,23.1,102.9,1999
495,16,Minnesota Timberwolves,50,12025,36.8,83.8,0.439,4.7,14.3,0.326,32.2,69.5,0.46299999999999997,23.1,32.2,0.718,13.0,34.3,47.2,24.4,8.0,5.7,18.3,22.3,101.5,1999
496,17,Toronto Raptors,50,12075,37.9,86.3,0.439,5.7,15.4,0.37200000000000005,32.2,71.0,0.45399999999999996,22.3,30.6,0.728,13.7,31.2,44.9,24.5,10.0,5.8,17.3,24.4,103.9,1999
497,18,Charlotte Hornets,50,12150,38.3,88.1,0.434,4.7,14.0,0.33299999999999996,33.6,74.1,0.45399999999999996,21.1,28.8,0.7340000000000001,14.4,32.8,47.3,24.0,9.8,5.1,16.8,25.3,102.4,1999
498,19,Phoenix Suns,50,12050,39.2,87.1,0.45,6.0,16.7,0.36,33.2,70.4,0.47200000000000003,18.8,27.1,0.6940000000000001,13.6,33.3,46.9,23.5,9.1,4.5,18.0,23.6,103.3,1999
499,20,Washington Wizards,50,12050,37.8,84.9,0.446,4.8,13.7,0.35200000000000004,33.0,71.2,0.46399999999999997,23.2,31.5,0.736,13.7,33.7,47.4,23.9,8.9,4.7,17.6,24.1,103.7,1999
500,21,Dallas Mavericks,50,12075,40.5,90.1,0.45,4.8,15.3,0.315,35.7,74.8,0.47700000000000004,19.1,26.6,0.7170000000000001,14.7,33.9,48.6,24.0,8.1,5.4,15.6,23.3,104.9,1999
501,22,Boston Celtics,50,12150,37.2,84.1,0.44299999999999995,3.8,12.1,0.312,33.5,72.0,0.465,24.1,32.5,0.742,13.9,33.3,47.2,22.0,10.0,5.5,18.2,21.6,102.4,1999
502,23,New Jersey Nets,50,12050,39.1,86.4,0.45299999999999996,4.9,14.2,0.341,34.3,72.2,0.475,20.5,28.3,0.727,13.6,34.4,48.0,21.1,8.6,7.1,17.7,23.6,103.6,1999
503,24,Seattle SuperSonics,50,12100,40.7,89.1,0.457,5.8,16.9,0.345,34.8,72.2,0.483,19.0,26.3,0.722,14.4,32.0,46.4,24.6,8.8,5.0,16.5,25.8,106.2,1999
504,25,Los Angeles Lakers,50,12050,38.2,86.8,0.441,4.7,14.2,0.332,33.5,72.6,0.462,23.1,32.6,0.7090000000000001,13.6,30.5,44.1,23.1,8.9,4.3,15.6,27.6,104.3,1999
505,26,Vancouver Grizzlies,50,12175,40.1,86.7,0.46299999999999997,5.1,14.5,0.35100000000000003,35.1,72.3,0.485,22.6,31.0,0.7290000000000001,14.9,32.2,47.1,26.3,10.8,7.3,17.2,25.8,107.9,1999
506,27,Los Angeles Clippers,50,12125,40.5,85.4,0.474,4.9,13.9,0.354,35.6,71.5,0.498,23.8,32.0,0.746,14.2,33.3,47.5,24.4,9.3,6.4,17.3,23.1,109.7,1999
507,28,Denver Nuggets,50,12025,41.6,88.6,0.469,5.2,14.1,0.37,36.4,74.5,0.488,22.0,29.5,0.745,13.7,33.1,46.8,25.9,8.7,6.0,15.5,24.3,110.4,1999
508,29,Sacramento Kings,50,12200,41.2,92.2,0.446,4.5,13.4,0.336,36.7,78.9,0.465,16.3,22.8,0.7120000000000001,15.4,32.8,48.1,23.9,10.0,4.5,16.2,22.6,103.0,1999
509,1,San Antonio Spurs,82,19855,38.4,90.3,0.425,4.7,13.8,0.34299999999999997,33.7,76.5,0.44,17.0,23.0,0.7390000000000001,13.1,32.1,45.2,22.2,8.6,5.7,15.7,25.2,98.6,2000
510,2,New York Knicks,82,19830,36.8,86.8,0.424,5.5,16.2,0.33799999999999997,31.3,70.6,0.444,21.8,29.2,0.747,12.6,33.1,45.7,21.8,8.2,4.8,15.8,24.4,100.9,2000
511,3,Portland Trail Blazers,82,19780,38.1,88.5,0.431,5.3,16.1,0.33,32.8,72.4,0.45299999999999996,19.2,26.8,0.716,13.2,30.0,43.2,23.0,8.8,4.7,16.0,25.3,100.8,2000
512,4,Miami Heat,82,19830,37.5,89.0,0.42200000000000004,5.5,15.3,0.361,32.0,73.8,0.434,20.4,27.3,0.748,13.1,31.6,44.7,21.4,8.4,4.9,15.5,24.2,101.0,2000
513,5,Utah Jazz,82,19755,37.7,84.6,0.446,5.3,14.9,0.354,32.4,69.7,0.465,21.7,29.0,0.746,12.0,30.3,42.3,22.0,8.0,5.6,17.2,27.4,102.3,2000
514,6,Los Angeles Lakers,82,19805,36.8,88.6,0.41600000000000004,4.8,14.8,0.326,32.0,73.8,0.434,19.7,26.5,0.742,13.1,32.9,45.9,20.7,8.1,4.5,15.5,27.3,98.2,2000
515,7,Philadelphia 76ers,82,19830,37.4,86.1,0.435,5.4,15.3,0.35600000000000004,32.0,70.8,0.452,19.7,26.1,0.755,13.9,32.7,46.6,23.9,8.2,6.9,18.9,25.8,100.0,2000
516,8,Phoenix Suns,82,19805,36.4,85.9,0.424,5.2,14.8,0.35200000000000004,31.2,71.1,0.439,21.0,28.4,0.7390000000000001,13.8,31.8,45.6,21.9,9.4,5.5,18.3,23.1,99.0,2000
517,9,Chicago Bulls,82,19805,39.5,86.7,0.456,4.9,14.2,0.341,34.7,72.4,0.478,20.8,28.0,0.741,13.5,32.7,46.3,25.8,11.6,6.2,16.9,26.6,104.6,2000
518,10,Charlotte Hornets,82,19780,39.4,88.0,0.44799999999999995,5.3,14.0,0.37799999999999995,34.1,74.0,0.461,17.4,23.3,0.745,12.5,32.9,45.4,24.6,7.8,5.4,16.8,26.8,101.4,2000
519,11,Minnesota Timberwolves,82,19905,38.4,86.4,0.445,5.0,14.0,0.35600000000000004,33.4,72.4,0.462,21.6,28.7,0.752,12.0,32.1,44.1,22.8,7.8,4.5,16.2,22.1,103.4,2000
520,12,Indiana Pacers,82,19730,40.7,91.2,0.446,4.3,13.1,0.327,36.4,78.1,0.466,18.0,23.8,0.755,13.6,33.3,46.9,22.7,8.0,4.2,14.7,25.0,103.6,2000
521,13,Toronto Raptors,82,19755,39.4,86.9,0.45399999999999996,4.5,13.4,0.33899999999999997,34.9,73.5,0.475,21.4,28.1,0.764,12.6,33.5,46.2,23.5,7.3,5.7,16.4,24.6,104.9,2000
522,14,Seattle SuperSonics,82,19780,40.7,90.2,0.451,5.7,16.8,0.34,35.0,73.4,0.47700000000000004,17.5,23.3,0.748,14.1,33.9,48.0,25.2,7.7,5.6,16.3,23.9,104.6,2000
523,15,New Jersey Nets,82,19830,40.9,88.2,0.46399999999999997,4.8,13.3,0.363,36.1,74.9,0.48100000000000004,19.7,26.3,0.747,14.8,34.8,49.5,24.4,7.4,6.1,17.9,24.5,106.3,2000
524,16,Orlando Magic,82,19755,38.4,86.4,0.445,5.4,15.9,0.33799999999999997,33.0,70.4,0.469,19.6,26.3,0.745,13.7,30.9,44.5,24.9,9.0,5.9,18.6,25.1,101.7,2000
525,17,Vancouver Grizzlies,82,19855,41.7,87.9,0.474,4.8,14.4,0.33299999999999996,36.9,73.5,0.502,20.3,26.4,0.769,12.9,31.0,43.9,25.7,9.6,6.9,16.4,25.4,108.5,2000
526,18,Atlanta Hawks,82,19830,42.4,93.1,0.455,4.9,13.4,0.36700000000000005,37.4,79.7,0.469,18.2,23.7,0.769,13.9,32.6,46.5,24.9,8.6,5.3,13.2,24.1,107.9,2000
527,19,Washington Wizards,82,19805,39.3,85.6,0.45899999999999996,5.1,13.7,0.371,34.2,71.8,0.47600000000000003,23.4,31.4,0.7440000000000001,12.6,31.6,44.2,23.4,9.0,6.6,16.0,25.7,107.0,2000
528,20,Boston Celtics,82,19730,38.1,81.1,0.47,4.6,12.8,0.361,33.4,68.3,0.49,24.8,33.0,0.753,11.0,32.6,43.6,23.1,8.2,6.1,17.9,24.8,105.6,2000
529,21,Houston Rockets,82,19830,41.4,90.9,0.456,4.5,12.7,0.354,37.0,78.2,0.473,18.3,23.5,0.779,13.2,31.5,44.7,23.9,9.4,5.6,14.5,23.6,105.7,2000
530,22,Cleveland Cavaliers,82,19855,37.7,85.1,0.44299999999999995,5.3,15.5,0.342,32.4,69.6,0.465,23.4,30.1,0.7759999999999999,12.8,32.7,45.5,24.5,8.3,6.3,17.5,26.0,104.0,2000
531,23,Milwaukee Bucks,82,19855,39.5,86.6,0.457,6.9,17.7,0.391,32.6,68.9,0.473,22.0,29.2,0.752,13.5,30.9,44.4,25.9,8.3,4.4,17.0,24.4,107.9,2000
532,24,Denver Nuggets,82,19855,39.9,88.7,0.45,5.1,14.4,0.354,34.8,74.3,0.469,20.8,27.7,0.7509999999999999,13.1,33.2,46.4,25.6,7.9,5.9,15.0,24.7,105.8,2000
533,25,Dallas Mavericks,82,19730,41.3,90.4,0.457,5.5,15.9,0.345,35.8,74.4,0.48100000000000004,19.0,25.7,0.74,16.0,34.8,50.9,24.4,7.7,5.3,16.9,23.2,107.2,2000
534,26,Detroit Pistons,82,19830,39.5,84.8,0.465,5.8,15.6,0.371,33.7,69.2,0.486,21.1,28.3,0.746,12.3,31.7,44.0,24.0,8.2,5.0,17.7,28.1,105.8,2000
535,27,Sacramento Kings,82,19805,39.9,88.4,0.452,4.8,13.7,0.353,35.1,74.6,0.47,17.5,23.3,0.7509999999999999,14.0,33.7,47.6,23.8,9.2,4.9,17.5,23.7,102.1,2000
536,28,Los Angeles Clippers,82,19705,42.5,89.2,0.47700000000000004,5.4,14.0,0.387,37.1,75.2,0.494,19.6,26.5,0.741,13.5,35.0,48.5,25.6,8.1,4.9,15.2,22.4,110.1,2000
537,29,Golden State Warriors,82,19755,40.3,86.3,0.467,5.4,14.8,0.36700000000000005,34.9,71.5,0.488,22.3,29.6,0.754,13.9,34.3,48.2,25.9,8.8,6.3,17.0,24.0,108.4,2000
538,1,New York Knicks,82,19905,35.7,85.7,0.41700000000000004,6.2,17.6,0.35200000000000004,29.5,68.1,0.434,20.6,28.0,0.733,12.1,33.6,45.8,21.9,8.3,4.7,16.9,24.4,98.2,2001
539,2,Miami Heat,82,19880,37.4,86.8,0.431,5.0,15.1,0.331,32.5,71.7,0.452,18.6,25.2,0.737,12.7,35.0,47.7,19.7,8.3,5.9,17.7,25.3,98.5,2001
540,3,San Antonio Spurs,82,19830,38.3,91.5,0.419,4.6,14.1,0.32899999999999996,33.7,77.4,0.435,16.7,22.5,0.741,13.1,32.9,45.9,21.8,8.1,5.8,15.0,26.3,98.0,2001
