,RK,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,YEAR
575,9,Boston Celtics,82,19830,36.6,86.1,0.425,6.7,19.8,0.34,29.9,66.3,0.45,21.1,27.4,0.7709999999999999,12.5,36.7,49.2,23.6,8.2,6.2,17.5,22.7,101.0,2002
576,10,Los Angeles Lakers,82,19780,37.8,89.3,0.424,5.3,16.6,0.317,32.6,72.7,0.44799999999999995,20.8,27.3,0.7609999999999999,13.4,33.3,46.7,21.6,7.7,4.7,15.1,24.9,101.7,2002
577,11,Washington Wizards,82,19730,40.7,90.0,0.452,5.8,16.4,0.354,34.9,73.6,0.474,19.2,25.5,0.755,13.2,32.7,45.9,25.0,7.9,5.7,15.1,23.6,106.4,2002
578,12,Seattle SuperSonics,82,19830,40.3,89.8,0.449,6.4,18.7,0.344,33.9,71.1,0.47700000000000004,18.5,25.1,0.7390000000000001,14.8,31.6,46.4,24.9,7.7,5.4,17.0,22.1,105.6,2002
579,13,Utah Jazz,82,19830,37.2,83.4,0.447,6.2,16.3,0.38299999999999995,31.0,67.1,0.462,23.9,31.0,0.7709999999999999,12.4,29.6,42.0,21.3,10.0,7.3,18.4,27.7,104.6,2002
580,14,New York Knicks,82,19805,39.5,88.7,0.445,6.0,17.0,0.353,33.5,71.8,0.467,20.9,27.6,0.757,13.0,34.3,47.3,23.8,9.3,5.2,14.9,22.6,105.9,2002
581,15,Phoenix Suns,82,19830,39.1,88.2,0.444,5.7,16.0,0.358,33.4,72.2,0.46299999999999997,20.0,26.6,0.7509999999999999,13.6,33.0,46.6,24.1,9.1,6.3,16.7,20.1,104.0,2002
582,16,Minnesota Timberwolves,82,19805,39.7,89.1,0.445,6.6,17.7,0.37200000000000005,33.1,71.4,0.46299999999999997,19.4,26.2,0.742,12.2,31.1,43.3,24.8,7.3,5.4,14.7,22.4,105.3,2002
583,17,Los Angeles Clippers,82,19805,41.3,92.4,0.44799999999999995,5.5,15.4,0.355,35.9,77.0,0.466,17.9,24.0,0.745,14.3,32.0,46.3,25.0,8.2,5.9,14.2,23.9,106.0,2002
584,18,Indiana Pacers,82,19905,39.0,89.2,0.43799999999999994,5.5,15.7,0.348,33.6,73.4,0.457,20.2,27.0,0.7490000000000001,13.7,33.0,46.7,23.2,8.1,6.1,15.4,24.3,103.8,2002
585,19,Sacramento Kings,82,19755,39.8,90.4,0.44,4.9,14.6,0.337,34.9,75.8,0.46,16.7,22.4,0.7440000000000001,13.5,33.3,46.8,23.4,8.0,4.9,15.8,23.2,101.1,2002
586,20,Houston Rockets,82,19980,43.5,93.6,0.46399999999999997,5.0,14.0,0.36,38.4,79.6,0.48200000000000004,16.6,22.1,0.752,14.2,34.1,48.4,25.0,7.8,5.7,13.5,22.4,108.6,2002
587,21,Memphis Grizzlies,82,19780,41.5,90.9,0.457,5.3,14.8,0.358,36.2,76.1,0.47600000000000003,17.9,23.8,0.753,15.1,34.1,49.2,26.1,10.4,6.1,16.1,23.8,106.3,2002
588,22,Milwaukee Bucks,82,19905,40.3,91.5,0.441,6.6,18.4,0.358,33.7,73.1,0.461,19.9,26.3,0.757,14.0,32.6,46.6,25.2,8.0,4.8,14.1,21.9,107.1,2002
589,23,Chicago Bulls,82,19805,40.5,87.2,0.465,5.6,15.8,0.358,34.9,71.4,0.488,20.9,28.0,0.746,12.6,34.2,46.8,27.7,9.1,5.3,15.8,23.0,107.6,2002
590,24,Denver Nuggets,82,19805,40.3,87.7,0.45899999999999996,5.7,15.7,0.361,34.6,72.0,0.48100000000000004,21.5,28.8,0.747,13.3,33.9,47.3,26.4,9.0,7.5,15.7,22.1,107.8,2002
591,25,Atlanta Hawks,82,19780,40.5,88.2,0.45899999999999996,6.2,17.6,0.355,34.2,70.6,0.485,19.2,25.8,0.7440000000000001,13.3,33.3,46.6,24.5,9.3,6.7,16.4,21.8,106.4,2002
592,26,Cleveland Cavaliers,82,19855,40.9,89.4,0.457,6.3,16.1,0.39399999999999996,34.5,73.3,0.47100000000000003,20.2,27.0,0.748,12.4,31.9,44.3,26.6,8.1,6.1,14.2,21.9,108.2,2002
593,27,Orlando Magic,82,19830,40.5,88.7,0.456,5.3,15.1,0.35200000000000004,35.2,73.6,0.478,19.1,25.9,0.737,14.1,34.2,48.3,25.1,8.6,5.0,16.8,22.6,105.3,2002
594,28,Dallas Mavericks,82,19880,40.2,89.1,0.452,5.9,16.8,0.35,34.4,72.3,0.475,21.3,28.4,0.7509999999999999,13.8,33.8,47.7,24.3,7.7,4.9,15.0,23.3,107.7,2002
595,29,Golden State Warriors,82,19780,41.2,89.8,0.45899999999999996,5.2,14.9,0.348,36.1,74.9,0.48200000000000004,20.8,27.3,0.763,14.1,31.5,45.6,25.7,9.1,6.6,15.1,25.0,108.5,2002
596,1,Detroit Pistons,82,19905,38.1,87.1,0.43799999999999994,4.0,11.7,0.344,34.1,75.4,0.452,19.6,26.3,0.746,11.9,35.1,47.1,20.9,7.9,4.9,16.0,26.5,99.9,2003
597,2,New Jersey Nets,82,19755,36.6,85.7,0.42700000000000005,5.6,15.7,0.359,30.9,70.0,0.442,19.3,25.8,0.7490000000000001,12.4,32.7,45.0,21.3,9.2,5.6,18.0,24.9,98.1,2003
598,3,San Antonio Spurs,82,19830,38.5,90.1,0.42700000000000005,4.8,14.0,0.33899999999999997,33.7,76.1,0.44299999999999995,17.9,23.4,0.768,13.8,31.2,45.1,21.0,8.9,5.7,16.6,25.7,99.7,2003
599,4,Miami Heat,82,19830,37.4,85.5,0.43700000000000006,5.6,15.8,0.353,31.8,69.7,0.456,22.0,29.3,0.7509999999999999,12.0,35.6,47.7,20.4,8.6,6.0,16.2,23.0,102.4,2003
600,5,New Orleans Hornets,82,19905,38.6,88.0,0.43799999999999994,4.6,13.5,0.33799999999999997,34.0,74.4,0.457,19.9,26.0,0.7659999999999999,12.3,32.0,44.2,22.0,8.7,5.8,16.1,23.7,101.6,2003
601,6,Seattle SuperSonics,82,19855,39.4,88.2,0.447,6.5,18.8,0.344,32.9,69.4,0.475,18.5,25.0,0.742,12.9,33.8,46.7,23.4,6.9,5.6,16.6,22.9,103.9,2003
602,7,Utah Jazz,82,19780,37.4,86.2,0.434,5.9,17.0,0.349,31.4,69.2,0.45399999999999996,22.1,29.1,0.759,13.7,28.8,42.5,21.8,9.8,5.8,17.7,26.5,102.8,2003
603,8,Houston Rockets,82,19930,39.2,90.6,0.433,5.2,15.1,0.34700000000000003,34.0,75.5,0.45,19.0,24.5,0.775,13.3,31.9,45.2,22.8,9.0,5.2,14.7,24.3,102.6,2003
604,9,Denver Nuggets,82,19730,36.0,81.3,0.44299999999999995,5.6,15.2,0.37,30.4,66.2,0.46,23.6,31.2,0.757,11.5,32.6,44.2,23.6,9.9,7.2,18.8,23.9,101.3,2003
605,10,Washington Wizards,82,19830,39.5,89.3,0.442,6.2,17.1,0.36200000000000004,33.3,72.3,0.461,19.0,24.6,0.7709999999999999,13.0,33.6,46.6,24.4,8.4,4.9,16.1,24.8,104.1,2003
606,11,Portland Trail Blazers,82,19855,39.8,88.4,0.45,5.9,17.4,0.341,33.9,71.1,0.47600000000000003,17.1,22.4,0.764,12.3,31.0,43.3,25.2,9.2,5.3,17.2,22.6,102.6,2003
607,12,Boston Celtics,82,19830,37.3,85.9,0.435,6.2,18.6,0.331,31.2,67.3,0.46399999999999997,20.8,27.8,0.7490000000000001,12.5,36.6,49.1,24.3,8.2,4.9,17.5,23.9,101.6,2003
608,13,Indiana Pacers,82,19905,37.7,88.1,0.428,5.4,15.8,0.34,32.3,72.3,0.447,20.1,26.2,0.767,13.2,32.4,45.6,22.3,8.2,6.8,16.6,25.3,100.8,2003
609,14,Phoenix Suns,82,19805,38.6,88.1,0.43799999999999994,5.8,18.0,0.32,32.8,70.1,0.46799999999999997,19.6,25.6,0.7659999999999999,13.6,32.9,46.6,24.1,8.5,6.0,17.3,23.3,102.5,2003
610,15,Philadelphia 76ers,82,19855,38.0,84.1,0.452,6.0,16.9,0.354,32.0,67.2,0.47600000000000003,20.5,26.9,0.76,12.0,31.7,43.7,23.9,8.4,6.9,18.6,24.9,102.5,2003
611,16,Dallas Mavericks,82,19780,38.4,87.7,0.43799999999999994,6.3,18.4,0.34,32.1,69.3,0.46299999999999997,19.4,26.6,0.727,13.7,35.2,48.9,23.4,7.2,4.2,17.3,22.9,102.3,2003
612,17,Sacramento Kings,82,19830,38.0,90.4,0.42,4.7,14.8,0.32,33.2,75.6,0.439,18.5,24.9,0.741,14.5,33.2,47.7,22.3,8.7,4.5,16.0,20.7,99.1,2003
613,18,Minnesota Timberwolves,82,19805,39.6,90.6,0.43700000000000006,6.2,18.0,0.34700000000000003,33.4,72.6,0.46,18.4,24.4,0.752,12.8,32.2,45.1,24.7,7.5,5.3,14.7,22.2,103.8,2003
614,19,Toronto Raptors,82,19805,41.0,88.9,0.461,5.0,13.3,0.375,36.0,75.6,0.47600000000000003,20.1,26.5,0.759,13.2,35.1,48.2,23.3,8.1,5.5,15.2,23.0,107.0,2003
615,20,New York Knicks,82,19855,39.4,86.3,0.457,4.8,14.0,0.34,34.7,72.3,0.48,22.5,29.2,0.7709999999999999,12.5,34.8,47.3,23.1,8.4,4.1,15.7,21.7,106.2,2003
616,21,Atlanta Hawks,82,19905,40.0,91.6,0.43700000000000006,5.9,16.5,0.359,34.1,75.1,0.45399999999999996,20.3,26.7,0.76,14.2,32.1,46.3,23.5,9.8,5.4,14.2,22.1,106.1,2003
617,22,Los Angeles Clippers,82,19755,40.4,90.3,0.447,6.0,16.5,0.365,34.3,73.7,0.466,20.0,25.9,0.774,13.9,32.7,46.6,24.5,8.7,5.6,15.3,24.5,106.8,2003
618,23,Los Angeles Lakers,82,19930,38.8,87.6,0.44299999999999995,6.1,15.9,0.38,32.7,71.6,0.456,21.1,27.8,0.76,12.5,32.5,45.0,22.8,8.4,4.0,15.5,24.9,104.7,2003
619,24,Orlando Magic,82,19805,39.1,85.9,0.455,5.3,15.8,0.33399999999999996,33.9,70.2,0.483,21.5,28.0,0.767,12.6,33.8,46.4,23.9,8.4,5.4,17.5,23.7,105.0,2003
620,25,Milwaukee Bucks,82,19905,40.6,88.6,0.45799999999999996,6.4,17.0,0.375,34.2,71.6,0.478,21.0,28.2,0.745,13.6,33.9,47.5,25.2,7.2,4.4,15.8,22.5,108.6,2003
621,26,Chicago Bulls,82,19930,38.5,87.8,0.439,5.5,17.2,0.32299999999999995,33.0,70.6,0.467,23.1,30.8,0.7490000000000001,14.4,33.1,47.5,25.1,9.9,5.3,15.5,23.1,105.6,2003
622,27,Memphis Grizzlies,82,19930,41.9,91.1,0.46,5.6,15.4,0.363,36.3,75.6,0.48,17.9,23.6,0.759,14.6,33.2,47.8,25.9,9.3,5.6,15.8,23.2,107.3,2003
623,28,Cleveland Cavaliers,82,19830,39.6,87.4,0.45299999999999996,5.5,15.4,0.358,34.1,72.0,0.473,22.0,28.6,0.772,12.0,32.1,44.1,25.4,10.3,6.4,15.0,22.0,106.7,2003
624,29,Golden State Warriors,82,19755,41.8,92.5,0.452,5.6,15.2,0.37200000000000005,36.1,77.3,0.467,20.3,26.9,0.7559999999999999,15.5,30.8,46.3,24.9,9.2,6.3,14.5,25.0,109.5,2003
625,1,San Antonio Spurs,82,19805,37.0,86.7,0.426,4.4,12.0,0.36700000000000005,32.6,74.7,0.436,20.5,26.6,0.768,12.2,32.7,44.9,18.9,8.1,5.7,16.9,25.8,98.8,2004
626,2,Detroit Pistons,82,19955,38.5,89.6,0.43,5.7,16.7,0.33799999999999997,32.8,72.9,0.451,18.5,24.7,0.7509999999999999,12.8,32.0,44.8,22.3,8.4,5.1,15.7,25.5,101.2,2004
627,3,Houston Rockets,82,19855,37.0,87.5,0.423,6.2,18.3,0.33799999999999997,30.9,69.2,0.446,21.4,28.8,0.742,12.1,33.3,45.4,23.1,8.3,4.6,14.8,24.1,101.7,2004
628,4,Memphis Grizzlies,82,19705,37.0,85.6,0.43200000000000005,5.9,16.7,0.35100000000000003,31.1,68.8,0.452,23.1,30.0,0.7709999999999999,13.7,32.9,46.5,22.5,8.4,6.6,17.9,25.5,102.9,2004
629,5,Indiana Pacers,82,19905,38.3,86.9,0.44,5.4,14.8,0.365,32.9,72.1,0.456,22.6,30.5,0.743,13.4,33.4,46.9,21.3,7.6,5.5,15.8,26.0,104.6,2004
630,6,New Jersey Nets,82,19905,36.7,83.5,0.439,6.6,17.8,0.368,30.1,65.6,0.45899999999999996,23.2,31.2,0.7440000000000001,11.8,33.9,45.7,22.5,8.1,5.4,17.4,25.5,103.1,2004
631,7,Chicago Bulls,82,19830,36.2,85.7,0.42200000000000004,5.4,16.3,0.33399999999999996,30.7,69.4,0.44299999999999995,22.5,30.2,0.7440000000000001,12.8,33.0,45.9,22.5,9.0,5.7,16.7,25.1,100.3,2004
632,8,Miami Heat,82,19980,37.9,88.7,0.42700000000000005,5.8,16.8,0.348,32.1,71.9,0.446,21.4,28.2,0.76,12.2,31.7,43.9,21.4,8.1,3.5,14.4,26.7,103.1,2004
633,9,Minnesota Timberwolves,82,19755,40.5,92.4,0.43799999999999994,6.4,17.6,0.363,34.1,74.8,0.456,19.3,25.6,0.752,14.1,32.2,46.2,24.3,7.4,4.4,13.1,22.2,106.6,2004
634,10,New Orleans Hornets,82,19930,39.2,86.6,0.452,6.8,18.5,0.36700000000000005,32.4,68.1,0.475,22.6,29.2,0.775,13.0,34.2,47.2,24.0,8.7,6.2,16.1,23.8,107.7,2004
635,11,Cleveland Cavaliers,82,19855,39.2,86.8,0.452,5.7,15.1,0.376,33.6,71.7,0.46799999999999997,21.6,28.8,0.75,12.6,31.3,43.9,23.4,7.4,5.6,16.3,23.8,105.7,2004
636,12,Los Angeles Clippers,82,20030,39.5,89.0,0.444,6.5,17.7,0.368,32.9,71.3,0.462,20.9,27.4,0.762,13.3,30.3,43.6,23.3,8.6,5.3,15.1,26.0,106.4,2004
637,13,Seattle SuperSonics,82,19755,40.5,88.2,0.45899999999999996,6.5,18.2,0.35700000000000004,34.0,70.0,0.486,22.0,29.4,0.7490000000000001,12.9,30.1,42.9,23.5,7.0,5.4,15.0,26.9,109.6,2004
638,14,Dallas Mavericks,82,19730,38.6,88.1,0.43799999999999994,5.9,17.9,0.33,32.7,70.1,0.466,21.0,27.9,0.754,14.1,32.4,46.4,22.5,7.7,5.2,16.8,24.9,104.1,2004
639,15,Portland Trail Blazers,82,19730,41.4,92.7,0.447,6.0,17.4,0.34299999999999997,35.4,75.3,0.47100000000000003,18.9,25.1,0.755,15.6,31.3,46.9,26.0,9.5,5.6,14.9,22.6,107.7,2004
640,16,Utah Jazz,82,19780,37.5,81.9,0.45799999999999996,6.7,17.8,0.375,30.8,64.1,0.48100000000000004,27.8,36.4,0.764,11.8,30.6,42.4,21.9,8.9,6.5,16.2,28.3,109.5,2004
641,17,Denver Nuggets,82,19755,38.3,85.8,0.447,6.0,17.4,0.345,32.3,68.4,0.47200000000000003,21.2,28.4,0.746,12.7,31.7,44.4,23.1,8.3,5.9,17.4,25.5,103.9,2004
642,18,New York Knicks,82,19880,40.0,85.9,0.465,6.2,17.0,0.364,33.8,68.9,0.49,22.8,30.1,0.7559999999999999,12.9,32.6,45.5,22.6,8.0,5.2,15.9,23.1,108.9,2004
643,19,Philadelphia 76ers,82,19855,37.3,84.3,0.44299999999999995,7.2,19.9,0.36200000000000004,30.1,64.4,0.46799999999999997,22.5,29.3,0.767,12.1,33.9,46.0,23.9,8.7,4.9,17.7,24.6,104.3,2004
644,20,Milwaukee Bucks,82,19780,41.4,89.3,0.46399999999999997,6.2,18.0,0.34299999999999997,35.2,71.2,0.494,20.8,27.0,0.7709999999999999,12.5,32.3,44.7,26.1,8.2,4.9,14.3,26.1,109.8,2004
645,21,Charlotte Bobcats,82,19880,39.4,85.1,0.46299999999999997,5.8,16.0,0.361,33.7,69.1,0.48700000000000004,22.9,29.8,0.767,12.5,33.8,46.4,23.1,8.2,5.8,17.0,24.3,107.5,2004
646,22,Boston Celtics,82,19880,38.3,86.2,0.444,6.3,17.7,0.35600000000000004,32.0,68.5,0.467,23.6,31.4,0.753,13.4,31.4,44.9,24.1,9.2,5.2,16.5,25.1,106.6,2004
647,23,Washington Wizards,82,19780,40.3,87.8,0.45899999999999996,6.8,18.6,0.364,33.5,69.1,0.485,20.1,26.5,0.762,13.2,32.6,45.9,24.5,7.6,5.4,17.0,25.9,107.5,2004
648,24,Golden State Warriors,82,19905,40.5,88.4,0.45799999999999996,5.8,16.0,0.363,34.7,72.4,0.479,20.1,27.0,0.745,13.7,35.8,49.5,24.0,7.4,5.4,16.3,23.0,106.9,2004
649,25,Toronto Raptors,82,19805,41.0,87.7,0.467,5.7,16.0,0.35600000000000004,35.3,71.7,0.49200000000000005,21.0,28.3,0.7440000000000001,13.0,35.6,48.5,23.7,6.6,4.7,15.5,23.5,108.7,2004
650,26,Sacramento Kings,82,19855,41.4,90.2,0.45899999999999996,6.1,17.1,0.35700000000000004,35.3,73.1,0.483,19.3,26.1,0.738,14.3,32.9,47.2,22.9,8.1,4.7,15.6,22.9,108.2,2004
651,27,Los Angeles Lakers,82,19780,42.0,92.5,0.45299999999999996,7.3,20.3,0.361,34.6,72.2,0.479,20.1,25.8,0.78,13.7,32.8,46.4,26.7,8.4,5.6,12.9,24.2,111.4,2004
652,28,Orlando Magic,82,19705,39.6,87.8,0.451,5.7,16.6,0.34299999999999997,33.9,71.2,0.47700000000000004,22.4,29.6,0.754,13.2,31.2,44.4,22.5,9.0,4.6,15.3,24.7,107.3,2004
653,29,Atlanta Hawks,82,19855,40.3,84.5,0.47600000000000003,6.2,16.3,0.379,34.1,68.2,0.5,24.4,31.7,0.77,11.9,32.8,44.8,23.8,9.5,6.4,16.0,23.5,111.1,2004
654,30,Phoenix Suns,82,19780,42.1,94.7,0.445,6.2,18.7,0.335,35.8,76.0,0.47200000000000003,16.7,22.5,0.7440000000000001,15.6,32.3,47.9,22.0,7.9,4.3,14.3,22.1,107.1,2004
655,1,San Antonio Spurs,82,19805,37.0,86.7,0.426,4.4,12.0,0.36700000000000005,32.6,74.7,0.436,20.5,26.6,0.768,12.2,32.7,44.9,18.9,8.1,5.7,16.9,25.8,98.8,2005
656,2,Detroit Pistons,82,19955,38.5,89.6,0.43,5.7,16.7,0.33799999999999997,32.8,72.9,0.451,18.5,24.7,0.7509999999999999,12.8,32.0,44.8,22.3,8.4,5.1,15.7,25.5,101.2,2005
657,3,Houston Rockets,82,19855,37.0,87.5,0.423,6.2,18.3,0.33799999999999997,30.9,69.2,0.446,21.4,28.8,0.742,12.1,33.3,45.4,23.1,8.3,4.6,14.8,24.1,101.7,2005
658,4,Memphis Grizzlies,82,19705,37.0,85.6,0.43200000000000005,5.9,16.7,0.35100000000000003,31.1,68.8,0.452,23.1,30.0,0.7709999999999999,13.7,32.9,46.5,22.5,8.4,6.6,17.9,25.5,102.9,2005
659,5,Indiana Pacers,82,19905,38.3,86.9,0.44,5.4,14.8,0.365,32.9,72.1,0.456,22.6,30.5,0.743,13.4,33.4,46.9,21.3,7.6,5.5,15.8,26.0,104.6,2005
660,6,New Jersey Nets,82,19905,36.7,83.5,0.439,6.6,17.8,0.368,30.1,65.6,0.45899999999999996,23.2,31.2,0.7440000000000001,11.8,33.9,45.7,22.5,8.1,5.4,17.4,25.5,103.1,2005
661,7,Chicago Bulls,82,19830,36.2,85.7,0.42200000000000004,5.4,16.3,0.33399999999999996,30.7,69.4,0.44299999999999995,22.5,30.2,0.7440000000000001,12.8,33.0,45.9,22.5,9.0,5.7,16.7,25.1,100.3,2005
662,8,Miami Heat,82,19980,37.9,88.7,0.42700000000000005,5.8,16.8,0.348,32.1,71.9,0.446,21.4,28.2,0.76,12.2,31.7,43.9,21.4,8.1,3.5,14.4,26.7,103.1,2005
663,9,Minnesota Timberwolves,82,19755,40.5,92.4,0.43799999999999994,6.4,17.6,0.363,34.1,74.8,0.456,19.3,25.6,0.752,14.1,32.2,46.2,24.3,7.4,4.4,13.1,22.2,106.6,2005
664,10,New Orleans Hornets,82,19930,39.2,86.6,0.452,6.8,18.5,0.36700000000000005,32.4,68.1,0.475,22.6,29.2,0.775,13.0,34.2,47.2,24.0,8.7,6.2,16.1,23.8,107.7,2005
665,11,Cleveland Cavaliers,82,19855,39.2,86.8,0.452,5.7,15.1,0.376,33.6,71.7,0.46799999999999997,21.6,28.8,0.75,12.6,31.3,43.9,23.4,7.4,5.6,16.3,23.8,105.7,2005
666,12,Los Angeles Clippers,82,20030,39.5,89.0,0.444,6.5,17.7,0.368,32.9,71.3,0.462,20.9,27.4,0.762,13.3,30.3,43.6,23.3,8.6,5.3,15.1,26.0,106.4,2005
667,13,Seattle SuperSonics,82,19755,40.5,88.2,0.45899999999999996,6.5,18.2,0.35700000000000004,34.0,70.0,0.486,22.0,29.4,0.7490000000000001,12.9,30.1,42.9,23.5,7.0,5.4,15.0,26.9,109.6,2005
668,14,Dallas Mavericks,82,19730,38.6,88.1,0.43799999999999994,5.9,17.9,0.33,32.7,70.1,0.466,21.0,27.9,0.754,14.1,32.4,46.4,22.5,7.7,5.2,16.8,24.9,104.1,2005
669,15,Portland Trail Blazers,82,19730,41.4,92.7,0.447,6.0,17.4,0.34299999999999997,35.4,75.3,0.47100000000000003,18.9,25.1,0.755,15.6,31.3,46.9,26.0,9.5,5.6,14.9,22.6,107.7,2005
670,16,Utah Jazz,82,19780,37.5,81.9,0.45799999999999996,6.7,17.8,0.375,30.8,64.1,0.48100000000000004,27.8,36.4,0.764,11.8,30.6,42.4,21.9,8.9,6.5,16.2,28.3,109.5,2005
671,17,Denver Nuggets,82,19755,38.3,85.8,0.447,6.0,17.4,0.345,32.3,68.4,0.47200000000000003,21.2,28.4,0.746,12.7,31.7,44.4,23.1,8.3,5.9,17.4,25.5,103.9,2005
672,18,New York Knicks,82,19880,40.0,85.9,0.465,6.2,17.0,0.364,33.8,68.9,0.49,22.8,30.1,0.7559999999999999,12.9,32.6,45.5,22.6,8.0,5.2,15.9,23.1,108.9,2005
673,19,Philadelphia 76ers,82,19855,37.3,84.3,0.44299999999999995,7.2,19.9,0.36200000000000004,30.1,64.4,0.46799999999999997,22.5,29.3,0.767,12.1,33.9,46.0,23.9,8.7,4.9,17.7,24.6,104.3,2005
674,20,Milwaukee Bucks,82,19780,41.4,89.3,0.46399999999999997,6.2,18.0,0.34299999999999997,35.2,71.2,0.494,20.8,27.0,0.7709999999999999,12.5,32.3,44.7,26.1,8.2,4.9,14.3,26.1,109.8,2005
675,21,Charlotte Bobcats,82,19880,39.4,85.1,0.46299999999999997,5.8,16.0,0.361,33.7,69.1,0.48700000000000004,22.9,29.8,0.767,12.5,33.8,46.4,23.1,8.2,5.8,17.0,24.3,107.5,2005
676,22,Boston Celtics,82,19880,38.3,86.2,0.444,6.3,17.7,0.35600000000000004,32.0,68.5,0.467,23.6,31.4,0.753,13.4,31.4,44.9,24.1,9.2,5.2,16.5,25.1,106.6,2005
677,23,Washington Wizards,82,19780,40.3,87.8,0.45899999999999996,6.8,18.6,0.364,33.5,69.1,0.485,20.1,26.5,0.762,13.2,32.6,45.9,24.5,7.6,5.4,17.0,25.9,107.5,2005
678,24,Golden State Warriors,82,19905,40.5,88.4,0.45799999999999996,5.8,16.0,0.363,34.7,72.4,0.479,20.1,27.0,0.745,13.7,35.8,49.5,24.0,7.4,5.4,16.3,23.0,106.9,2005
679,25,Toronto Raptors,82,19805,41.0,87.7,0.467,5.7,16.0,0.35600000000000004,35.3,71.7,0.49200000000000005,21.0,28.3,0.7440000000000001,13.0,35.6,48.5,23.7,6.6,4.7,15.5,23.5,108.7,2005
680,26,Sacramento Kings,82,19855,41.4,90.2,0.45899999999999996,6.1,17.1,0.35700000000000004,35.3,73.1,0.483,19.3,26.1,0.738,14.3,32.9,47.2,22.9,8.1,4.7,15.6,22.9,108.2,2005
681,27,Los Angeles Lakers,82,19780,42.0,92.5,0.45299999999999996,7.3,20.3,0.361,34.6,72.2,0.479,20.1,25.8,0.78,13.7,32.8,46.4,26.7,8.4,5.6,12.9,24.2,111.4,2005
682,28,Orlando Magic,82,19705,39.6,87.8,0.451,5.7,16.6,0.34299999999999997,33.9,71.2,0.47700000000000004,22.4,29.6,0.754,13.2,31.2,44.4,22.5,9.0,4.6,15.3,24.7,107.3,2005
683,29,Atlanta Hawks,82,19855,40.3,84.5,0.47600000000000003,6.2,16.3,0.379,34.1,68.2,0.5,24.4,31.7,0.77,11.9,32.8,44.8,23.8,9.5,6.4,16.0,23.5,111.1,2005
684,30,Phoenix Suns,82,19780,42.1,94.7,0.445,6.2,18.7,0.335,35.8,76.0,0.47200000000000003,16.7,22.5,0.7440000000000001,15.6,32.3,47.9,22.0,7.9,4.3,14.3,22.1,107.1,2005
685,1,Memphis Grizzlies,82,19855,37.7,86.5,0.436,5.7,17.1,0.33399999999999996,32.0,69.3,0.461,20.5,27.2,0.754,13.0,33.7,46.7,22.5,8.4,6.4,17.0,26.2,101.6,2006
686,2,San Antonio Spurs,82,19805,38.1,87.9,0.433,4.1,12.1,0.33899999999999997,34.0,75.8,0.449,19.4,26.2,0.74,12.1,33.1,45.2,18.3,8.2,4.7,15.6,23.4,99.6,2006
687,3,Detroit Pistons,82,19830,40.7,90.0,0.452,4.6,14.1,0.325,36.1,75.9,0.47600000000000003,17.2,23.4,0.736,13.3,33.5,46.7,21.5,6.7,4.0,16.0,24.1,103.1,2006
688,4,Houston Rockets,82,19830,37.2,86.8,0.429,7.4,20.1,0.369,29.8,66.6,0.447,21.4,29.4,0.731,12.0,34.1,46.1,22.6,8.0,5.1,15.0,23.6,103.3,2006
689,5,Indiana Pacers,82,19730,38.4,88.2,0.435,5.0,14.7,0.34299999999999997,33.4,73.5,0.45399999999999996,20.5,27.9,0.733,13.1,32.8,45.9,20.6,9.0,5.4,15.1,24.4,102.4,2006
690,6,New Jersey Nets,82,19780,36.9,84.0,0.439,6.3,18.0,0.348,30.6,66.0,0.46399999999999997,22.3,30.1,0.741,10.6,35.1,45.7,22.2,8.0,4.4,15.9,25.5,102.4,2006
691,7,Dallas Mavericks,82,19880,38.5,86.9,0.44299999999999995,5.6,15.4,0.361,33.0,71.5,0.461,22.4,29.8,0.752,12.9,30.4,43.2,19.7,7.4,5.5,15.8,26.9,105.0,2006
692,8,Minnesota Timberwolves,82,19855,38.8,88.2,0.441,6.1,16.7,0.364,32.7,71.4,0.45899999999999996,20.8,28.2,0.736,13.3,32.8,46.1,21.2,7.3,5.1,15.5,23.6,104.5,2006
693,9,Utah Jazz,82,19880,37.5,83.5,0.449,6.7,17.8,0.37799999999999995,30.8,65.7,0.469,25.3,33.9,0.746,12.0,30.7,42.7,20.8,9.1,6.4,16.0,28.9,107.0,2006
694,10,Cleveland Cavaliers,82,19830,39.7,87.3,0.455,6.2,17.4,0.35600000000000004,33.6,69.9,0.48,19.7,26.5,0.742,10.9,32.6,43.5,22.5,7.3,4.8,14.5,24.8,105.4,2006
695,11,Los Angeles Clippers,82,19805,38.1,87.7,0.435,6.3,18.1,0.34700000000000003,31.9,69.6,0.45799999999999996,21.0,28.7,0.732,11.3,32.1,43.5,23.3,7.5,4.7,13.9,23.5,103.6,2006
696,12,New Orleans/Oklahoma City Hornets,82,19805,39.3,85.6,0.45899999999999996,7.4,20.2,0.36700000000000005,31.8,65.4,0.48700000000000004,20.8,27.4,0.76,11.7,34.0,45.7,21.6,7.2,5.9,16.3,26.0,106.8,2006
697,13,Orlando Magic,82,19905,39.2,86.4,0.45399999999999996,6.3,17.6,0.35700000000000004,32.9,68.8,0.478,22.8,31.2,0.732,12.4,30.6,43.0,22.4,8.4,5.3,15.0,25.9,107.5,2006
